"query_term","dryad_dataset_doi","dryad_dataset_id","title","authors","abstract","source_subjects","field_of_science","storage_size","latest_version_id","fetch_page"
"plant* trait*","doi:10.5061/dryad.brv15dvj0",135689,"Balancing the nutrient needs: Optimizing growth in Malus sieversii seedlings through tailored nitrogen and phosphorus effects","Weiyi Zhou; Tao Ye; Lan Peng; Hongwei Zheng; Xiaobing Zhou; Benfeng Yin; Jing Zhang; Yuanming Zhang","The impact of nitrogen (N) and phosphorus (P) on the physiological and biochemical processes crucial for tree seedling growth is substantial. Although the study of plant hydraulic traits in response to N and P is growing, comprehensive research on their combined effects remains limited. Malus sieversii , a key ancestral species of modern apples and a dominant species in Xinjiang's Tianshan wild fruit forest, is witnessing a decline due to climate change, pests and diseases, compounded by challenges in seedling regeneration. Addressing this, a four-year study was conducted to determine the optimal fertilization method for it. The experiment explored varying levels of N (N10, N20, N40) and P (P2, P4, P8), and their combined effects (N20Px: N20P2, N20P4, N20P8; NxP4: N10P4, N20P4, N40P4), assessing their impact on gas exchange, hydraulic traits, and the interplay among functional traits in Tianshan Mountains' M. sieversii seedlings. Our study revealed that all nitrogen treatments enhanced gas exchange, while phosphorus addition negatively impacted it. N10 significantly increasing leaf hydraulic conductivity. All phosphorus-inclusive fertilizers adversely affected hydraulic conductivity. P8, N20P4 and N20P8 notably increased seedlings' vulnerability to embolism. Seedlings can adaptively adjust multiple functional traits in response to nutrient changes. The research suggests N10 and N20 as the most effective fertilization treatments for M. sieversii seedlings in this region, while fertilization involving phosphorus is less suitable. This study contributes valuable insights into the specific nutrient needs of it, vital for conservation and cultivation efforts in the Tianshan region.","Agriculture, forestry, and fisheries; hydraulic traits; gas exchange; Plant traits network; Fertilization methods; seedling regeneration; Nitrogen-phosphorus interaction","Agriculture, forestry, and fisheries",24081,312838,1
"plant* trait*","doi:10.5061/dryad.6m905qg4v",108705,"Plant trait responses to variation in N and P availability","Vanessa Minden; Koen Verhoeven; Harry olde Venterink","Global change drivers such as eutrophication and plant invasions will create novel environments for many plant species. Through adaptive trait plasticity plants may maintain their performance under these novel conditions and may outcompete those showing low adaptive trait plasticity. In a greenhouse study, we determined if plasticity in traits is adaptive or maladaptive in endangered, non-endangered and invasive plant species in response to variation of nitrogen (N) and phosphorus (P) availability (N:P ratios 1.7, 15 and 135) and whether plastic trait responses are adaptive and/or costly for fitness (i.e. biomass). Species choice comprised 17 species from three functional groups (legumes, non-legume forbs and grasses), either classified as endangered, non-endangered or invasive. After two months plants were harvested and nine traits related to carbon assimilation and nutrient uptake were measured (leaf area, SLA, LDMC, SPAD, RMR, root length, SRL, root surface area and PME activity). We found more traits responding plastically to variation in P than in N. Plasticity only created costs when P was varied. Plasticity in traits was mostly adaptively neutral towards fitness, with plasticity in three traits being similarly adaptive across all species groups: SPAD (as a measure of chlorophyll content, adaptive to N and P limitation), leaf area and root surface area (adaptive to P limitation). We found little differences in trait plasticity between endangered, non-endangered and invasive species. Synthesis . Along a gradient from N limitation, balanced N:P supply and P limitation we found that the type of fluctuating nutrient (i.e. if N or P is varied) is decisive for the adaptive value of a trait. Variation in P availability (from balanced supply to P limitation) created both a stronger reduction in fitness as well as created plasticity costs in more traits than variation in N availability (from balanced supply to N limitation). However, the patterns observed in our study may change if nutrient availability is altered, either by nutrient inputs or by a shift in nutrient availabilities, e.g. by decreasing N input as foreseen by European Legislation, but without simultaneously decreasing P input.","Biological sciences; adaptation; trait plasticity; Plant functional traits; Plant invasions; endangered plant species; nutrient limitation; phenotypic plasticity; specific leaf area (SLA); leaf area; SPAD; Nature and Landscape Conservation; Ecology; Ecology, Evolution, Behavior and Systematics","Biological sciences",204108,263375,1
"plant* trait*","doi:10.5061/dryad.7h44j0zqx",41098,"Data from: Drivers of plant traits that allow survival in wetlands","Yingji Pan; Ellen Cieraad; Bev Clarkson; Tim Colmer; Ole Pedersen; Eric Visser; Laurentius A.C.J. Voesenek; Peter van Bodegom","Plants have developed a suite of traits to survive the anaerobic and anoxic soil conditions in wetlands. Previous studies on wetland plant adaptive traits have focused mainly on physiological aspects under experimental conditions, or compared the trait expression of the local species pool. Thus, a comprehensive analysis of potential factors driving wetland plant adaptive traits under natural environmental conditions is still missing. In this study, we analysed three important wetland adaptive traits, i.e. root porosity, root/shoot ratio and underwater photosynthetic rate, to explore driving factors using a newly compiled dataset of wetland plants. Based on 21 studies at 38 sites across different biomes, we found that root porosity was affected by an interaction of temperature and hydrological regime; root:shoot ratio was affected by temperature, precipitation and habitat type; and underwater photosynthetic rate was affected by precipitation and life form. This suggests that a variety of driving mechanisms affect the expression of different adaptive traits. The quantitative relationships we observed between the adaptive traits and their driving factors will be a useful reference for future global methane and denitrification modelling studies. Our results also stress that besides the traditionally emphasized hydrological driving factors, other factors at several spatial scales should also be taken into consideration in the context of future functional wetland ecology.","adaptive strategy; bioclimatic variables; Driving factors; root porosity; root/shoot ratio; underwater photosynthetic rate; wetland plant functional traits; wetland plant eco-physiological adaptive traits",,335448,75310,1
"plant* trait*","doi:10.5061/dryad.31zcrjdp5",90300,"Water availability dictates how plant traits predict demographic rates","Alice Stears; Peter Adler; Dana Blumenthal; Julie Kray; Kevin Mueller; Troy Ocheltree; Kevin Wilcox; Daniel Laughlin","A major goal in ecology is to make generalizable predictions of organism responses to environmental variation based on their traits. However, straightforward relationships between traits and fitness are rare and likely vary with environmental context. Characterizing how traits mediate demographic responses to the environment may enhance predictions of organism responses to global change. We synthesized 15 years of demographic data and species-level traits in a shortgrass steppe to determine whether the effects of leaf and root traits on growth and survival depend on seasonal water availability. We predicted that (1) species with drought-tolerant traits, such as lower leaf turgor loss point (TLP) and higher leaf and root dry matter content (LDMC and RDMC), would be more likely to survive and grow in drier years due to higher wilting resistance, (2) these traits would not predict fitness in wetter years, and (3) traits that more directly measure physiological mechanisms of water use such as TLP would best predict demographic responses. We found that graminoids with more negative TLP and higher LDMC and RDMC had higher survival rates in drier years. Forbs demonstrated similar yet more variable responses. Graminoids grew larger in wetter years, regardless of traits. However, in both wet and dry years, graminoids with more negative TLP and higher LDMC and RDMC grew larger than less negative TLP and low LDMC and RDMC species. Traits significantly mediated the impact of drought on survival, but not growth, suggesting survival could be a stronger driver of species’ drought response in this system. TLP predicted survival in drier years, but easier-to-measure LDMC and RDMC were equal or better predictors. These results advance our understanding of the mechanisms by which drought drives population dynamics, and show that abiotic context determines how traits drive fitness.","Biological sciences; plant traits; plant demographic data","Biological sciences",2887040,180749,1
"plant* trait*","doi:10.5061/dryad.59zw3r27h",71535,"Plant traits of grass and legume species for flood resilience and N2O mitigation","Natalie J. Oram; Yan Sun; Diego Abalos; Jan-Willem van Groenigen; Susan (Sue) Hartley; Gerlinde De Deyn","Flooding threatens the functioning of managed grasslands by decreasing primary productivity and increasing nitrogen losses, notably as the potent greenhouse gas nitrous oxide (N2O). Sowing species with traits that promote flood resilience and mitigate flood-induced N2O emissions within these grasslands could safeguard their productivity while mitigating nitrogen losses. We tested how plant traits and resource acquisition strategies could predict flood resilience and N2O emissions of 12 common grassland species (eight grasses and four legumes) grown in field soil in monocultures in a 14-week greenhouse experiment. We found that grasses were more resistant to flooding, while legumes recovered better. Resource-conservative grass species had higher resistance, while resource-acquisitive grasses species recovered better. Resilient grass and legume species lowered cumulative N2O emissions. Grasses with lower inherent leaf and root δ13C (and legumes with lower root δ13C) lowered cumulative N2O emissions during and after the flood. Our results highlight the differing responses of grasses with contrasting resource acquisition strategies, and of legumes to flooding. Combining grasses and legumes based on their traits and resource acquisition strategies could increase the flood-resilience of managed grasslands, and their capability to mitigate flood-induced N2O emissions.","Biological sciences; extreme weather event; flood; Leaf traits; N2O mitigation; recovery; root traits","Biological sciences",347192,127253,1
"plant* trait*","doi:10.5061/dryad.dn151",25409,"Data from: Seed dispersal by ungulates as an ecological filter: a trait-based meta-analysis","Aurélie Albert; Alistair G. Auffret; Eric Cosyns; Sara A. O. Cousins; Bram D'Hondt; Carsten Eichberg; Amy E. Eycott; Thilo Heinken; Maurice Hoffmann; Bogdan Jaroszewicz; Juan E. Malo; Anders Mårell; Maarten Mouissie; Robin J. Pakeman; Mélanie Picard; Jan Plue; Peter Poschlod; Sam Provoost; Kiowa Alraune Schulze; Christophe Baltzinger","Plant communities are often dispersal-limited and zoochory can be an efficient mechanism for plants to colonize new patches of potentially suitable habitat. We predicted that seed dispersal by ungulates acts as an ecological filter – which differentially affects individuals according to their characteristics and shapes species assemblages – and that the filter varies according to the dispersal mechanism (endozoochory, fur-epizoochory and hoof-epizoochory). We conducted two-step individual participant data meta-analyses of 52 studies on plant dispersal by ungulates in fragmented landscapes, comparing eight plant traits and two habitat indicators between dispersed and non-dispersed plants. We found that ungulates dispersed at least 44% of the available plant species. Moreover, some plant traits and habitat indicators increased the likelihood for plant of being dispersed. Persistent or nitrophilous plant species from open habitats or bearing dry or elongated diaspores were more likely to be dispersed by ungulates, whatever the dispersal mechanism. In addition, endozoochory was more likely for diaspores bearing elongated appendages whereas epizoochory was more likely for diaspores released relatively high in vegetation. Hoof-epizoochory was more likely for light diaspores without hooked appendages. Fur-epizoochory was more likely for diaspores with appendages, particularly elongated or hooked ones. We thus observed a gradient of filtering effect among the three dispersal mechanisms. Endozoochory had an effect of rather weak intensity (impacting six plant characteristics with variations between ungulate-dispersed and non-dispersed plant species mostly below 25%), whereas hoof-epizoochory had a stronger effect (eight characteristics included five ones with above 75% variation), and fur-epizoochory an even stronger one (nine characteristics included six ones with above 75% variation). Our results demonstrate that seed dispersal by ungulates is an ecological filter whose intensity varies according to the dispersal mechanism considered. Ungulates can thus play a key role in plant community dynamics and have implications for plant spatial distribution patterns at multiple scales.","Ecological filter; plant traits; Ungulata",,20029506,25482,1
"plant* trait*","doi:10.5061/dryad.qjq2bvqmv",110751,"Effects of plant traits and ecosystem properties on wave attenuation and soil carbon content","Tilla Schulte Ostermann; Maike Heuner; Elmar Fuchs; Stijn Temmerman; Ken Schoutens; Tjeerd J. Bouma; Vanessa Minden","Understanding the relationships among the environment, species traits and ecosystem properties is important for developing management measures that optimize the delivery of ecosystem services ( ESs ). Here, we identify the most important relationships responsible for the delivery of two key ESs provided by tidal marshes: (1) nature-based shoreline protection through wave attenuation and (2) mitigation of climate change through soil carbon storage. In two tidal zones below and above the mean high water (MHW, Elbe Estuary, Germany) level, we measured environmental parameters, such as soil salinity and inundation, as well as plant traits representing adaptations to hydrodynamic stress and strongly influencing decomposition rates. Multiple linear regression results showed that wave attenuation rates were positively related to aboveground community biomass and stem bending resistance, and soil organic carbon was positively related to stem-specific density (below the MHW level). In the tidal zone above the MHW level, soil carbon density was governed by inundation duration and decomposition rates. Our study highlights that (1) ES delivery is not equally spread across tidal marshes and (2) ecosystem management should stimulate the development and persistence of habitat diversity (here , low and high marsh zones) to maximize ES delivery potential. Securing the delivery of the two studied ESs under climate change will depend on providing suitable ( landward ) space to sustain the functioning of the two marsh zones. In the studied marshes, these services are highly dependent on a few species (i.e., wave attenuation on Schoenoplectus tabernaemontani and Bolboschoenus maritimus and carbon storage on Phragmites australis ) , and as such , current and future ESs strongly depend on specific species’ responses to changing environmental conditions.","Biological sciences; ecosystem properties; ecosystem services; estuarine vegetation; plant traits; soil organic carbon; wave attenuation; Tidal marshes","Biological sciences",97182,267375,1
"plant* trait*","doi:10.5061/dryad.83bk3j9zt",121272,"Simplification of plant trait networks among communities along a climatic aridity gradient","Camila Medeiros; Santiago Trueba; Christian Henry; Leila Fletcher; James Lutz; Rodrigo Méndez Alonzo; Nathan Kraft; Lawren Sack","Plant ecological strategies are shaped by numerous functional traits and their tradeoffs. Trait network analysis enables testing hypotheses for the shifting of trait correlation architecture across communities differing in climate and productivity. We built plant trait networks (PTNs) for 118 species within six communities across an aridity gradient, from forest to semi-desert across the California Floristic Province based on 34 leaf and wood functional traits, representing hydraulic and photosynthetic function, structure, economics, and size. We developed hypotheses for the association of PTN parameters with climate and ecosystem properties, based on theory for the adaptation of species to low resource/stressful environments, versus higher resource availability with greater potential niche differentiation. Thus, we hypothesized that across community PTNs, trait network connectivity (i.e., the degree traits are intercorrelated) and network complexity (i.e., the number of trait modules, and the degree of trait integration among modules) would be lower for communities adapted to arid climates, and higher for communities adapted to greater water availability, similarly to trends expected for phylogenetic diversity, functional richness and productivity. Further, within given PTNs, we hypothesized that traits would vary strongly in their network connectivity and that the traits most centrally connected within PTNs would be those with the least across-species variation. Across communities from more arid to wetter climates, PTN architecture varied from less to more interconnected and complex, in association with functional richness, but PTN architecture was independent of phylogenetic diversity and ecosystem productivity. Within community PTNs, traits with lower species variation were more interconnected.   Synthesis .  The responsiveness of PTN architecture to climate highlights how a wide range of traits contribute to physiological and ecological strategies with an architecture that varies among plant communities. Communities in more arid environments show a lower degree of phenotypic integration, consistent with lesser niche differentiation. Our study extends the usefulness of PTNs as an approach to quantify tradeoffs among multiple traits, providing connectivity and complexity parameters as tools that clarify plant environmental adaptation and trait associations that would influence species distributions, community assembly and ecosystem resilience in response to climate change.","Biological sciences; functional traits; plant trait networks; Ecophysiology; trait multifunctionality; functional modules; Drought tolerance; leaf economics","Biological sciences",350448,344912,1
"plant* trait*","doi:10.5061/dryad.jh9w0vt8v",53280,"Data from: Plant trait response of tundra shrubs to permafrost and nutrient addition","Maitane Iturrate-Garcia; Gabriela Schaepman-Strub","Plants may alter their strategies, such as growth and resource acquisition, as a result of climate change, especially in areas like the Arctic. These changes might affect in turn ecosystem functions and vegetation-climate interactions. Plant traits reflect both strategies and plant trade-offs in response to environmental conditions. In combination with observational data, experiments mimicking future climate conditions and data involving multiple leaf and stem traits, can contribute to a better mechanistic understanding of feedbacks between shrub growth strategies, permafrost thaw and carbon and energy fluxes. This dataset contains both metadata and plant trait data measured in individuals of four arctic shrub species under experimental conditions. The permafrost thaw and fertilization experiment (Peng et al., 2017) ran for four years (2011-2014) in the nature reserve of Kytalyk, north-eastern Siberia (70°49'N, 147°28'E). The shrub species, dominant at the research site, were the deciduous species Betula nana ssp. exilis (Sukazcev) Hultén and Salix pulchra Cham., and the evergreen species Ledum palustre ssp. decumbens (Aiton) Hultén and Vaccinium vitis-idaea L.","Ecology; Arctic shrubification; permafrost thaw depth; stem traits; tundra shrubs; Plant growth strategy; plant functional types (PFT); resource acquisition trade-off",,155440,80619,1
"plant* trait*","doi:10.5061/dryad.fttdz08xf",102067,"A direct comparison of ecological theories for predicting the relationship between plant traits and growth","Ellie Goud; Anurag Agrawal; Jed Sparks","Despite long-standing theory for classifying plant ecological strategies, limited data directly links organismal traits to whole-plant growth rates. We compared trait-growth relationships based on three prominent theories: growth analysis, Grime’s competitive-stress tolerant-ruderal (CSR) triangle, and the leaf economics spectrum (LES). Under these schemes, growth is hypothesized to be predicted by traits related to relative biomass investment, leaf structure or gas exchange, respectively. We also considered traits not included in these theories, but that might provide potential alternative best predictors of growth. In phylogenetic analyses of 30 diverse milkweeds ( Asclepias spp.) and 21 morphological and physiological traits, growth rate (total biomass produced per day) varied 50-fold and was best predicted by biomass allocation to leaves (as predicted by growth analysis) and the CSR traits of leaf size and leaf dry matter content. Total leaf area and plant height were also excellent predictors of whole-plant growth rate. Despite two LES traits correlating with growth (mass-based leaf nitrogen and area-based leaf phosphorus contents), these were in the opposite direction predicted by LES, such that higher N and P contents corresponded to slower growth. The remaining LES traits (e.g., leaf gas exchange) were not predictive of plant growth rates. Overall, differences in growth rate were driven more by whole-plant characteristics such as biomass fractions and total leaf area than individual leaf-level traits such as photosynthetic rate or specific leaf area. Our results are most consistent with classical growth analysis - combining leaf traits with whole-plant allocation to best predict growth. However, given that destructive biomass measures are often not feasible, applying easy-to-measure leaf traits associated with the CSR classification appear more predictive of whole plant growth than LES traits. Testing the generality of this result across additional taxa would further improve our ability to predict whole-plant growth from functional traits across scales.","Biological sciences; Asclepias genus; Asclepias syrica; Asclepias curassavica; Asclepias tuberosa; plant growth rate","Biological sciences",29287,213146,1
"plant* trait*","doi:10.5061/dryad.ncjsxkst4",59338,"Human mediated land use change drives intraspecific plant trait variation","Hayley Schroeder; Heather Grab; Andre Kessler; Katja Poveda","In the Anthropocene, more than three quarters of ice-free land has experienced some form of human driven habitat modification, with agriculture dominating 40% of the Earth’s surface. This land use change alters the quality, availability, and configuration of habitat resources, affecting the community composition of plants and insects, as well as their interactions with each other. Landscapes dominated by agriculture are known to support a lower abundance and diversity of pollinators and frequently larger populations of key herbivore pests. In turn, insect communities subsidized by agriculture may spill into remaining natural habitats with consequences for wild plants persisting in (semi) natural habitats. Adaptive responses by wild plants may allow them to persist in highly modified landscapes; yet how landscape-mediated variation in insect communities affects wild plant traits related to reproduction and defense remains largely unknown. We synthesize the evidence for plant trait changes across land use gradients and propose potential mechanisms by which landscape-mediated changes in insect communities may be driving these trait changes. Further, we present results from a common garden experiment on three wild Brassica species demonstrating variation in both defensive and reproductive traits along an agricultural land use gradient. Our framework illustrates the potential for plant adaptation under land use change and predicts how defense and reproduction trait expression may shift in low diversity landscapes. We highlight areas of future research into plant population and community effects of land use change.","Natural sciences","Natural sciences",93367,98043,2
