species_name,family,genus,higher_plant_group,subfamily,growth_form_canonical,growth_form_n_records,growth_form_conflict,is_graminoid,is_bamboo,is_bryophyte
Silene rectiramea,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene regia,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene repens,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene rotundifolia,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene sargentii,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene scaposa,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene schafta,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene scouleri,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene seelyi,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene serpentinicola,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene sibirica,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene soczaviana,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene sorensenis,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene spaldingii,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene stellata,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene suaveolens,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene subciliata,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene suecica,,Silene,,,herb,2,FALSE,FALSE,FALSE,FALSE
Silene suksdorfii,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene taimyrensis,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene thurberi,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene thysanodes,,Silene,,,herb,2,FALSE,FALSE,FALSE,FALSE
Silene undulata,,Silene,,,herb,2,FALSE,FALSE,FALSE,FALSE
Silene uralensis,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene verecunda,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene virginica,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene viscaria,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene viscosa,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene vulgaris,,Silene,,,herb,3,FALSE,FALSE,FALSE,FALSE
Silene williamsii,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silene wrightii,,Silene,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium albiflorum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium asteriscus,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium brachiatum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium compositum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium glutinosum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium integrifolium,,Silphium,,,herb,2,FALSE,FALSE,FALSE,FALSE
Silphium laciniatum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium laevigatum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium mohrii,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium perfoliatum,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium radula,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silphium terebinthinaceum,,Silphium,,,herb,3,FALSE,FALSE,FALSE,FALSE
Silphium trifoliatum,,Silphium,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Silphium wasiotense,,Silphium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Silybum marianum,,Silybum,,,herb,2,FALSE,FALSE,FALSE,FALSE
Simaba cedron,,Simaba,,,tree,8,TRUE,FALSE,FALSE,FALSE
Simaba guianensis,,Simaba,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simaba multiflora,,Simaba,,,tree,4,FALSE,FALSE,FALSE,FALSE
Simaba obovata,,Simaba,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simaba orinocensis,,Simaba,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simaba paraensis,,Simaba,,,tree,8,FALSE,FALSE,FALSE,FALSE
Simaba polyphylla,,Simaba,,,tree,24,FALSE,FALSE,FALSE,FALSE
Simarouba amara,,Simarouba,,,tree,257,TRUE,FALSE,FALSE,FALSE
Simarouba glauca,,Simarouba,,,tree,14,FALSE,FALSE,FALSE,FALSE
Simethis planifolia,,Simethis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simicratea welwitschii,,Simicratea,,,vine,4,FALSE,FALSE,FALSE,FALSE
Simira cordifolia,,Simira,,,tree,152,FALSE,FALSE,FALSE,FALSE
Simira ecuadorensis,,Simira,,,tree,11,FALSE,FALSE,FALSE,FALSE
Simira erythroxylon,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira fragrans,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira hirsuta,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira klugei,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira lezamae,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira longifolia,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira macrocrater,,Simira,,,tree,118,FALSE,FALSE,FALSE,FALSE
Simira maxonii,,Simira,,,tree,2,FALSE,FALSE,FALSE,FALSE
Simira mollis,,Simira,,,tree,30,FALSE,FALSE,FALSE,FALSE
Simira panamensis,,Simira,,,tree,2,FALSE,FALSE,FALSE,FALSE
Simira pikia,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira pisoniiformis,,Simira,,,tree,4,FALSE,FALSE,FALSE,FALSE
Simira rhodoclada,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira rubescens,,Simira,,,tree,57,FALSE,FALSE,FALSE,FALSE
Simira salvadorensis,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira standleyi,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simira tinctoria,,Simira,,,tree,16,FALSE,FALSE,FALSE,FALSE
Simira wurdackii,,Simira,,,tree,1,FALSE,FALSE,FALSE,FALSE
Simmondsia californica,,Simmondsia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Simmondsia chinensis,,Simmondsia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Simpliglottis valida,,Simpliglottis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia annectens,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia calva,,Simsia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Simsia foetida,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia fruticulosa,,Simsia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Simsia lagascaeformis,,Simsia,,,herb,2,FALSE,FALSE,FALSE,FALSE
Simsia molinae,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia sanguinea,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia setosa,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Simsia villasenorii,,Simsia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinapis alba,,Sinapis,,,herb,2,FALSE,FALSE,FALSE,FALSE
Sinapis arvensis,,Sinapis,,,herb,3,FALSE,FALSE,FALSE,FALSE
Sinclairia adenotricha,,Sinclairia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Sinclairia caducifolia,,Sinclairia,,,vine,16,FALSE,FALSE,FALSE,FALSE
Sinclairia discolor,,Sinclairia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinclairia klattii,,Sinclairia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Sinclairia palmeri,,Sinclairia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinclairia pringlei,,Sinclairia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Sindora coriacea,,Sindora,,,tree,2,FALSE,FALSE,FALSE,FALSE
Sindora leiocarpa,,Sindora,,,tree,32,FALSE,FALSE,FALSE,FALSE
Sindora siamensis,,Sindora,,,tree,13,FALSE,FALSE,FALSE,FALSE
Sindora velutina,,Sindora,,,tree,10,FALSE,FALSE,FALSE,FALSE
Sinningia aggregata,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia allagophylla,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia elatior,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia incarnata,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia macropoda,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia sceptrum,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia tubiflora,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinningia warmingii,,Sinningia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinocrassula indica,,Sinocrassula,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sinofranchetia chinensis,,Sinofranchetia,,,vine,2,FALSE,FALSE,FALSE,FALSE
Sinomenium acutum,,Sinomenium,,,vine,1,FALSE,FALSE,FALSE,FALSE
Sinopodophyllum hexandrum,,Sinopodophyllum,,,herb,3,FALSE,FALSE,FALSE,FALSE
Sinowilsonia henryi,,Sinowilsonia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siolmatra pentaphylla,,Siolmatra,,,vine,1,FALSE,FALSE,FALSE,FALSE
Sipanea biflora,,Sipanea,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sipanea hispida,,Sipanea,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sipanea pratensis,,Sipanea,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sipanea veris,,Sipanea,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siparuna andina,,Siparuna,,,tree,13,TRUE,FALSE,FALSE,FALSE
Siparuna aspera,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna bifida,,Siparuna,,,tree,34,FALSE,FALSE,FALSE,FALSE
Siparuna calantha,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna campii,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna cervicornis,,Siparuna,,,tree,7,FALSE,FALSE,FALSE,FALSE
Siparuna conica,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna cristata,,Siparuna,,,tree,437,FALSE,FALSE,FALSE,FALSE
Siparuna cuspidata,,Siparuna,,,tree,171,FALSE,FALSE,FALSE,FALSE
Siparuna decipiens,,Siparuna,,,tree,755,FALSE,FALSE,FALSE,FALSE
Siparuna echinata,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna gentryana,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna gesnerioides,,Siparuna,,,tree,5,FALSE,FALSE,FALSE,FALSE
Siparuna gigantotepala,,Siparuna,,,tree,2,FALSE,FALSE,FALSE,FALSE
Siparuna glycycarpa,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna grandiflora,,Siparuna,,,tree,22,TRUE,FALSE,FALSE,FALSE
Siparuna guajalitensis,,Siparuna,,,tree,8,FALSE,FALSE,FALSE,FALSE
Siparuna guianensis,,Siparuna,,,tree,107,TRUE,FALSE,FALSE,FALSE
Siparuna harlingii,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna krukovii,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna laurifolia,,Siparuna,,,tree,8,FALSE,FALSE,FALSE,FALSE
Siparuna lepidota,,Siparuna,,,tree,13,FALSE,FALSE,FALSE,FALSE
Siparuna lewisiana,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna lozaniana,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna mollicoma,,Siparuna,,,tree,6,FALSE,FALSE,FALSE,FALSE
Siparuna mutisii,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna obstipa,,Siparuna,,,tree,11,FALSE,FALSE,FALSE,FALSE
Siparuna pachyantha,,Siparuna,,,tree,9,FALSE,FALSE,FALSE,FALSE
Siparuna palenquensis,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna pauciflora,,Siparuna,,,tree,97,FALSE,FALSE,FALSE,FALSE
Siparuna petiolaris,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna pilosolepidota,,Siparuna,,,tree,2,FALSE,FALSE,FALSE,FALSE
Siparuna poeppigii,,Siparuna,,,shrub,16,TRUE,FALSE,FALSE,FALSE
Siparuna reginae,,Siparuna,,,tree,6,FALSE,FALSE,FALSE,FALSE
Siparuna sarmentosa,,Siparuna,,,tree,3,FALSE,FALSE,FALSE,FALSE
Siparuna schimpffii,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna subscandens,,Siparuna,,,tree,44,FALSE,FALSE,FALSE,FALSE
Siparuna tabacifolia,,Siparuna,,,tree,3,FALSE,FALSE,FALSE,FALSE
Siparuna thecaphora,,Siparuna,,,tree,28,TRUE,FALSE,FALSE,FALSE
Siparuna tomentosa,,Siparuna,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siparuna vasqueziana,,Siparuna,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siparuna williamsii,,Siparuna,,,tree,3,FALSE,FALSE,FALSE,FALSE
Siphanthera cordifolia,,Siphanthera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphanthera foliosa,,Siphanthera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphanthera hostmannii,,Siphanthera,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphanthera subtilis,,Siphanthera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus actinothrix,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus affinis,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus ambivalens,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus andinus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus arachnes,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus ayersiae,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus benthamianus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus bilabiatus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus boliviensis,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus candollei,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus chloroleucus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus citrinus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus clotho,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus columnae,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus corymbiferus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus cutervensis,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus dependens,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus dubius,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus elfriedi,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus funckeanus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus furax,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus giganteus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus humboldtianus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus hypsophilus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus igneus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus imbricatus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus jelskii,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus krauseanus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus kuntzeanus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus longior,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus lucidus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus macropodoides,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus matthiaei,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus membranaceus,,Siphocampylus,,,vine,2,FALSE,FALSE,FALSE,FALSE
Siphocampylus obovatus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus orbignianus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus oscitans,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus ovatus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus pallidus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus planchonis,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus platysiphon,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus plegmatocaulis,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus pozuzensis,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus radiatus,,Siphocampylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus retrorsus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus rosmarinifolius,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus rostratus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus rupestris,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus sanguineus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus schlimmianum,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus secundus,,Siphocampylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus smilax,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus tunarensis,,Siphocampylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus tunicatus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus tupaeformis,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus umbellatus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus vatkeanus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus venosus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus verticillatus,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus veteranus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus weberbaueri,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus werdermannii,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus westinianus,,Siphocampylus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphocampylus yerbalensis,,Siphocampylus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonema filicaulis,,Siphonema,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphoneugena dussii,,Siphoneugena,,,tree,2,FALSE,FALSE,FALSE,FALSE
Siphoneugena occidentalis,,Siphoneugena,,,tree,318,FALSE,FALSE,FALSE,FALSE
Siphonochilus aethiopicus,,Siphonochilus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonodon celastrineus,,Siphonodon,,,tree,1,FALSE,FALSE,FALSE,FALSE
Siphonoglossa canbyi,,Siphonoglossa,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphonoglossa longiflora,,Siphonoglossa,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Siphonoglossa mexicana,,Siphonoglossa,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonoglossa pilosella,,Siphonoglossa,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonoglossa sessilis,,Siphonoglossa,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonostegia laeta,,Siphonostegia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Siphonostylis unguicularis,,Siphonostylis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sison amomum,,Sison,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium altissimum,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium austriacum,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium brassiciforme,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium burchellii,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium capense,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium erysimoides,,Sisymbrium,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Sisymbrium irio,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium linifolium,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium loeselii,,Sisymbrium,,,herb,2,FALSE,FALSE,FALSE,FALSE
Sisymbrium officinale,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium orientale,,Sisymbrium,,,herb,2,FALSE,FALSE,FALSE,FALSE
Sisymbrium polyceratium,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium strictissimum,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium turczaninowii,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisymbrium volgense,,Sisymbrium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyndite spartea,,Sisyndite,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Sisyrinchium abietum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium acre,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium albidum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium angustifolium,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium arenarium,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium arizonicum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium atlanticum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium azureum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium bellum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium biforme,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium boreale,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium brachypus,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium bracteatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium brevipes,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium californicum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium campestre,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium capillare,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium cernuum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium chilense,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium chiricanum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium commutatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium convolutum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium coulterianum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium cuspidatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium demissum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium dichotomum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium eastwoodiae,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium elmeri,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium ensigerum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium exalatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium exile,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium farwellii,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium fasciculatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium funereum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium fuscatum,,Sisyrinchium,,,herb,3,FALSE,FALSE,FALSE,FALSE
Sisyrinchium graminifolium,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium groenlandicum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium halophilum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium hasslerianum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium hitchcockii,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium humile,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium idahoense,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium inflatum,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium jamesonii,,Sisyrinchium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Sisyrinchium johnstonii,,Sisyrinchium,,,herb,2,FALSE,FALSE,FALSE,FALSE
