species_name,family,genus,growth_form_canonical,rho_mean,rho_sd,rho_n,rho_match_level,rho_source
Plagiochila guevarii,,Plagiochila,unknown,,,,none,
Plagiochila guttisquama,,Plagiochila,unknown,,,,none,
Plagiochila gymnocalycina,,Plagiochila,unknown,,,,none,
Plagiochila gymnoclada,,Plagiochila,unknown,,,,none,
Plagiochila gymnotis,,Plagiochila,unknown,,,,none,
Plagiochila hakkodensis,,Plagiochila,unknown,,,,none,
Plagiochila hampeana,,Plagiochila,unknown,,,,none,
Plagiochila hariotii,,Plagiochila,unknown,,,,none,
Plagiochila hartlessiana,,Plagiochila,unknown,,,,none,
Plagiochila hartziana,,Plagiochila,unknown,,,,none,
Plagiochila haumanii,,Plagiochila,unknown,,,,none,
Plagiochila hawaica,,Plagiochila,unknown,,,,none,
Plagiochila henriquesi,,Plagiochila,unknown,,,,none,
Plagiochila hepaticola,,Plagiochila,unknown,,,,none,
Plagiochila herminieri,,Plagiochila,unknown,,,,none,
Plagiochila heterodonta,,Plagiochila,unknown,,,,none,
Plagiochila heterofolia,,Plagiochila,unknown,,,,none,
Plagiochila heteromalla,,Plagiochila,unknown,,,,none,
Plagiochila heterophylla,,Plagiochila,unknown,,,,none,
Plagiochila heterostipa,,Plagiochila,unknown,,,,none,
Plagiochila hieronymii,,Plagiochila,unknown,,,,none,
Plagiochila himalayana,,Plagiochila,unknown,,,,none,
Plagiochila hiroshiana,,Plagiochila,unknown,,,,none,
Plagiochila hirta,,Plagiochila,unknown,,,,none,
Plagiochila hokinensis,,Plagiochila,unknown,,,,none,
Plagiochila hondurensis,,Plagiochila,unknown,,,,none,
Plagiochila hookeriana,,Plagiochila,unknown,,,,none,
Plagiochila horrida,,Plagiochila,unknown,,,,none,
Plagiochila huerlimannii,,Plagiochila,unknown,,,,none,
Plagiochila husnotii,,Plagiochila,unknown,,,,none,
Plagiochila hyalodermica,,Plagiochila,unknown,,,,none,
Plagiochila hypnoides,,Plagiochila,unknown,,,,none,
Plagiochila imerinensis,,Plagiochila,unknown,,,,none,
Plagiochila implexa,,Plagiochila,unknown,,,,none,
Plagiochila impluviata,,Plagiochila,unknown,,,,none,
Plagiochila incerta,,Plagiochila,unknown,,,,none,
Plagiochila incrassata,,Plagiochila,unknown,,,,none,
Plagiochila increscentifolia,,Plagiochila,unknown,,,,none,
Plagiochila incurvicolla,,Plagiochila,unknown,,,,none,
Plagiochila indica,,Plagiochila,unknown,,,,none,
Plagiochila inflata,,Plagiochila,unknown,,,,none,
Plagiochila informifolia,,Plagiochila,unknown,,,,none,
Plagiochila infuscata,,Plagiochila,unknown,,,,none,
Plagiochila insularis,,Plagiochila,unknown,,,,none,
Plagiochila integerrima,,Plagiochila,unknown,,,,none,
Plagiochila integrilobula,,Plagiochila,unknown,,,,none,
Plagiochila intermedia,,Plagiochila,unknown,,,,none,
Plagiochila intertexta,,Plagiochila,unknown,,,,none,
Plagiochila inuensis,,Plagiochila,unknown,,,,none,
Plagiochila invisa,,Plagiochila,unknown,,,,none,
Plagiochila irmscheri,,Plagiochila,unknown,,,,none,
Plagiochila irregularis,,Plagiochila,unknown,,,,none,
Plagiochila jaapii,,Plagiochila,unknown,,,,none,
Plagiochila jackii,,Plagiochila,unknown,,,,none,
Plagiochila jacquemontii,,Plagiochila,unknown,,,,none,
Plagiochila jacquinotii,,Plagiochila,unknown,,,,none,
Plagiochila jamaicensis,,Plagiochila,unknown,,,,none,
Plagiochila javanica,,Plagiochila,unknown,,,,none,
Plagiochila jovoensis,,Plagiochila,unknown,,,,none,
Plagiochila junghuhniana,,Plagiochila,unknown,,,,none,
Plagiochila kaernbachii,,Plagiochila,unknown,,,,none,
Plagiochila kaulfussiana,,Plagiochila,unknown,,,,none,
Plagiochila kegeliana,,Plagiochila,unknown,,,,none,
Plagiochila kermadecensis,,Plagiochila,unknown,,,,none,
Plagiochila khasiana,,Plagiochila,unknown,,,,none,
Plagiochila kiaeri,,Plagiochila,unknown,,,,none,
Plagiochila killarniensis,,Plagiochila,unknown,,,,none,
Plagiochila koghiensis,,Plagiochila,unknown,,,,none,
Plagiochila koponenii,,Plagiochila,unknown,,,,none,
Plagiochila korthalsiana,,Plagiochila,unknown,,,,none,
Plagiochila kroneana,,Plagiochila,unknown,,,,none,
Plagiochila kuhliana,,Plagiochila,unknown,,,,none,
Plagiochila kunertiana,,Plagiochila,unknown,,,,none,
Plagiochila kunmingensis,,Plagiochila,unknown,,,,none,
Plagiochila kurokawae,,Plagiochila,unknown,,,,none,
Plagiochila kurzii,,Plagiochila,unknown,,,,none,
Plagiochila lacerata,,Plagiochila,unknown,,,,none,
Plagiochila lacerifolia,,Plagiochila,unknown,,,,none,
Plagiochila lachenaudii,,Plagiochila,unknown,,,,none,
Plagiochila lacouturei,,Plagiochila,unknown,,,,none,
Plagiochila laetevirens,,Plagiochila,unknown,,,,none,
Plagiochila lamellistipula,,Plagiochila,unknown,,,,none,
Plagiochila lamyana,,Plagiochila,unknown,,,,none,
Plagiochila lansbergii,,Plagiochila,unknown,,,,none,
Plagiochila lastii,,Plagiochila,unknown,,,,none,
Plagiochila latifrons,,Plagiochila,unknown,,,,none,
Plagiochila laxiramea,,Plagiochila,unknown,,,,none,
Plagiochila lechleri,,Plagiochila,unknown,,,,none,
Plagiochila lecontei,,Plagiochila,unknown,,,,none,
Plagiochila ledieui,,Plagiochila,unknown,,,,none,
Plagiochila lenis,,Plagiochila,unknown,,,,none,
Plagiochila leratii,,Plagiochila,unknown,,,,none,
Plagiochila levieri,,Plagiochila,unknown,,,,none,
Plagiochila lignicola,,Plagiochila,unknown,,,,none,
Plagiochila lindaui,,Plagiochila,unknown,,,,none,
Plagiochila lingua,,Plagiochila,unknown,,,,none,
Plagiochila loloensis,,Plagiochila,unknown,,,,none,
Plagiochila longicilia,,Plagiochila,unknown,,,,none,
Plagiochila longifissa,,Plagiochila,unknown,,,,none,
Plagiochila longiflora,,Plagiochila,unknown,,,,none,
Plagiochila longifolia,,Plagiochila,unknown,,,,none,
Plagiochila longiramea,,Plagiochila,unknown,,,,none,
Plagiochila longispina,,Plagiochila,unknown,,,,none,
Plagiochila longissima,,Plagiochila,unknown,,,,none,
Plagiochila longistipula,,Plagiochila,unknown,,,,none,
Plagiochila lophocoleoides,,Plagiochila,unknown,,,,none,
Plagiochila loriana,,Plagiochila,unknown,,,,none,
Plagiochila ludoviciana,,Plagiochila,unknown,,,,none,
Plagiochila luzonensis,,Plagiochila,unknown,,,,none,
Plagiochila lyallii,,Plagiochila,unknown,,,,none,
Plagiochila macra,,Plagiochila,unknown,,,,none,
Plagiochila macrifolia,,Plagiochila,unknown,,,,none,
Plagiochila macrostachya,,Plagiochila,unknown,,,,none,
Plagiochila macrostoma,,Plagiochila,unknown,,,,none,
Plagiochila macrotricha,,Plagiochila,unknown,,,,none,
Plagiochila maderensis,,Plagiochila,unknown,,,,none,
Plagiochila magna,,Plagiochila,unknown,,,,none,
Plagiochila maireana,,Plagiochila,unknown,,,,none,
Plagiochila major,,Plagiochila,unknown,,,,none,
Plagiochila manillana,,Plagiochila,unknown,,,,none,
Plagiochila mapiriensis,,Plagiochila,unknown,,,,none,
Plagiochila martiana,,Plagiochila,unknown,,,,none,
Plagiochila mastigophoroides,,Plagiochila,unknown,,,,none,
Plagiochila matanga,,Plagiochila,unknown,,,,none,
Plagiochila mauiensis,,Plagiochila,unknown,,,,none,
Plagiochila maunakeana,,Plagiochila,unknown,,,,none,
Plagiochila meridana,,Plagiochila,unknown,,,,none,
Plagiochila mexicana,,Plagiochila,unknown,,,,none,
Plagiochila microdentata,,Plagiochila,unknown,,,,none,
Plagiochila microdictyon,,Plagiochila,unknown,,,,none,
Plagiochila microdonta,,Plagiochila,unknown,,,,none,
Plagiochila microphylla,,Plagiochila,unknown,,,,none,
Plagiochila micropterys,,Plagiochila,unknown,,,,none,
Plagiochila micropteryx,,Plagiochila,unknown,,,,none,
Plagiochila minutidens,,Plagiochila,unknown,,,,none,
Plagiochila minutula,,Plagiochila,unknown,,,,none,
Plagiochila miqueliana,,Plagiochila,unknown,,,,none,
Plagiochila miradorensis,,Plagiochila,unknown,,,,none,
Plagiochila mitis,,Plagiochila,unknown,,,,none,
Plagiochila moenkemeyeri,,Plagiochila,unknown,,,,none,
Plagiochila molleri,,Plagiochila,unknown,,,,none,
Plagiochila molliuscula,,Plagiochila,unknown,,,,none,
Plagiochila mollusca,,Plagiochila,unknown,,,,none,
Plagiochila monalata,,Plagiochila,unknown,,,,none,
Plagiochila monospiris,,Plagiochila,unknown,,,,none,
Plagiochila montagnei,,Plagiochila,unknown,,,,none,
Plagiochila morobensis,,Plagiochila,unknown,,,,none,
Plagiochila morokana,,Plagiochila,unknown,,,,none,
Plagiochila moschiensis,,Plagiochila,unknown,,,,none,
Plagiochila muensis,,Plagiochila,unknown,,,,none,
Plagiochila multiflora,,Plagiochila,unknown,,,,none,
Plagiochila multipinnula,,Plagiochila,unknown,,,,none,
Plagiochila multiramosa,,Plagiochila,unknown,,,,none,
Plagiochila multispina,,Plagiochila,unknown,,,,none,
Plagiochila mundaliensis,,Plagiochila,unknown,,,,none,
Plagiochila nana,,Plagiochila,unknown,,,,none,
Plagiochila naranjoensis,,Plagiochila,unknown,,,,none,
Plagiochila nathorstii,,Plagiochila,unknown,,,,none,
Plagiochila neckeroidea,,Plagiochila,unknown,,,,none,
Plagiochila neglecta,,Plagiochila,unknown,,,,none,
Plagiochila neorichardsii,,Plagiochila,unknown,,,,none,
Plagiochila nepalensis,,Plagiochila,unknown,,,,none,
Plagiochila neutiana,,Plagiochila,unknown,,,,none,
Plagiochila nigricaulis,,Plagiochila,unknown,,,,none,
Plagiochila nobilis,,Plagiochila,unknown,,,,none,
Plagiochila norfolkiensis,,Plagiochila,unknown,,,,none,
Plagiochila norvegica,,Plagiochila,unknown,,,,none,
Plagiochila notha,,Plagiochila,unknown,,,,none,
Plagiochila nova,,Plagiochila,unknown,,,,none,
Plagiochila novohannoverana,,Plagiochila,unknown,,,,none,
Plagiochila nudifolia,,Plagiochila,unknown,,,,none,
Plagiochila nutans,,Plagiochila,unknown,,,,none,
Plagiochila obcuneata,,Plagiochila,unknown,,,,none,
Plagiochila obliquetruncata,,Plagiochila,unknown,,,,none,
Plagiochila obovata,,Plagiochila,unknown,,,,none,
Plagiochila obtusa,,Plagiochila,unknown,,,,none,
Plagiochila oligodon,,Plagiochila,unknown,,,,none,
Plagiochila olivacea,,Plagiochila,unknown,,,,none,
Plagiochila onraedtii,,Plagiochila,unknown,,,,none,
Plagiochila orbicularis,,Plagiochila,unknown,,,,none,
Plagiochila oreocharis,,Plagiochila,unknown,,,,none,
Plagiochila oresitropha,,Plagiochila,unknown,,,,none,
Plagiochila ovalifolia,,Plagiochila,unknown,,,,none,
Plagiochila ovata,,Plagiochila,unknown,,,,none,
Plagiochila owaihiensis,,Plagiochila,unknown,,,,none,
Plagiochila oxyphylla,,Plagiochila,unknown,,,,none,
Plagiochila pachyloma,,Plagiochila,unknown,,,,none,
Plagiochila pacifica,,Plagiochila,unknown,,,,none,
Plagiochila palmiformis,,Plagiochila,unknown,,,,none,
Plagiochila papillifolia,,Plagiochila,unknown,,,,none,
Plagiochila parallela,,Plagiochila,unknown,,,,none,
Plagiochila paraphyllina,,Plagiochila,unknown,,,,none,
Plagiochila parkinsonii,,Plagiochila,unknown,,,,none,
Plagiochila parvidentata,,Plagiochila,unknown,,,,none,
Plagiochila parvifolia,,Plagiochila,unknown,,,,none,
Plagiochila parvitexta,,Plagiochila,unknown,,,,none,
Plagiochila parvivittata,,Plagiochila,unknown,,,,none,
Plagiochila parvula,,Plagiochila,unknown,,,,none,
Plagiochila pastasensis,,Plagiochila,unknown,,,,none,
Plagiochila patentispina,,Plagiochila,unknown,,,,none,
Plagiochila patentissima,,Plagiochila,unknown,,,,none,
Plagiochila patriciae,,Plagiochila,unknown,,,,none,
Plagiochila patula,,Plagiochila,unknown,,,,none,
Plagiochila patzschkei,,Plagiochila,unknown,,,,none,
Plagiochila paucidens,,Plagiochila,unknown,,,,none,
Plagiochila pauciramea,,Plagiochila,unknown,,,,none,
Plagiochila paucispina,,Plagiochila,unknown,,,,none,
Plagiochila paupercula,,Plagiochila,unknown,,,,none,
Plagiochila pearceana,,Plagiochila,unknown,,,,none,
Plagiochila pearsonii,,Plagiochila,unknown,,,,none,
Plagiochila pectinata,,Plagiochila,unknown,,,,none,
Plagiochila peculiaris,,Plagiochila,unknown,,,,none,
Plagiochila pellucida,,Plagiochila,unknown,,,,none,
Plagiochila pendula,,Plagiochila,unknown,,,,none,
Plagiochila penicillata,,Plagiochila,unknown,,,,none,
Plagiochila peradenyensis,,Plagiochila,unknown,,,,none,
Plagiochila perdentata,,Plagiochila,unknown,,,,none,
Plagiochila permista,,Plagiochila,unknown,,,,none,
Plagiochila perserrata,,Plagiochila,unknown,,,,none,
Plagiochila philippinensis,,Plagiochila,unknown,,,,none,
Plagiochila pinnata,,Plagiochila,unknown,,,,none,
Plagiochila pinniflora,,Plagiochila,unknown,,,,none,
Plagiochila pittieri,,Plagiochila,unknown,,,,none,
Plagiochila planifolia,,Plagiochila,unknown,,,,none,
Plagiochila platyphylla,,Plagiochila,unknown,,,,none,
Plagiochila plicata,,Plagiochila,unknown,,,,none,
Plagiochila poeltii,,Plagiochila,unknown,,,,none,
Plagiochila porelloides,,Plagiochila,unknown,,,,none,
Plagiochila portoricensis,,Plagiochila,unknown,,,,none,
Plagiochila potrerillana,,Plagiochila,unknown,,,,none,
Plagiochila praemorsa,,Plagiochila,unknown,,,,none,
Plagiochila priceana,,Plagiochila,unknown,,,,none,
Plagiochila propinqua,,Plagiochila,unknown,,,,none,
Plagiochila prostrata,,Plagiochila,unknown,,,,none,
Plagiochila pseudansata,,Plagiochila,unknown,,,,none,
Plagiochila pseudofirma,,Plagiochila,unknown,,,,none,
Plagiochila pseudopoeltii,,Plagiochila,unknown,,,,none,
Plagiochila pseudorenitens,,Plagiochila,unknown,,,,none,
Plagiochila ptychanthoidea,,Plagiochila,unknown,,,,none,
Plagiochila pulcherrima,,Plagiochila,unknown,,,,none,
Plagiochila pulchra,,Plagiochila,unknown,,,,none,
Plagiochila pulvinata,,Plagiochila,unknown,,,,none,
Plagiochila punctata,,Plagiochila,unknown,,,,none,
Plagiochila punctualis,,Plagiochila,unknown,,,,none,
Plagiochila purpurascens,,Plagiochila,unknown,,,,none,
Plagiochila purpurea,,Plagiochila,unknown,,,,none,
Plagiochila queenslandica,,Plagiochila,unknown,,,,none,
Plagiochila raddiana,,Plagiochila,unknown,,,,none,
Plagiochila radiculosa,,Plagiochila,unknown,,,,none,
Plagiochila ramosissima,,Plagiochila,unknown,,,,none,
Plagiochila ratkowskiana,,Plagiochila,unknown,,,,none,
Plagiochila rectangulata,,Plagiochila,unknown,,,,none,
Plagiochila recurvata,,Plagiochila,unknown,,,,none,
Plagiochila regnelliana,,Plagiochila,unknown,,,,none,
Plagiochila remotidens,,Plagiochila,unknown,,,,none,
Plagiochila remotifolia,,Plagiochila,unknown,,,,none,
Plagiochila remyana,,Plagiochila,unknown,,,,none,
Plagiochila renitens,,Plagiochila,unknown,,,,none,
Plagiochila repanda,,Plagiochila,unknown,,,,none,
Plagiochila retrorsa,,Plagiochila,unknown,,,,none,
Plagiochila retrospectans,,Plagiochila,unknown,,,,none,
Plagiochila retusa,,Plagiochila,unknown,,,,none,
Plagiochila revolvens,,Plagiochila,unknown,,,,none,
Plagiochila rhizophila,,Plagiochila,unknown,,,,none,
Plagiochila rhombifolia,,Plagiochila,unknown,,,,none,
Plagiochila rigidula,,Plagiochila,unknown,,,,none,
Plagiochila riparia,,Plagiochila,unknown,,,,none,
Plagiochila robusta,,Plagiochila,unknown,,,,none,
Plagiochila rodriguezii,,Plagiochila,unknown,,,,none,
Plagiochila roivainenii,,Plagiochila,unknown,,,,none,
Plagiochila rosana,,Plagiochila,unknown,,,,none,
Plagiochila rosariensis,,Plagiochila,unknown,,,,none,
Plagiochila rubescens,,Plagiochila,unknown,,,,none,
Plagiochila rudischusteri,,Plagiochila,unknown,,,,none,
Plagiochila rufescens,,Plagiochila,unknown,,,,none,
Plagiochila rufifolia,,Plagiochila,unknown,,,,none,
Plagiochila rufoviridis,,Plagiochila,unknown,,,,none,
Plagiochila rusbyi,,Plagiochila,unknown,,,,none,
Plagiochila rutilans,,Plagiochila,unknown,,,,none,
Plagiochila rutlandii,,Plagiochila,unknown,,,,none,
Plagiochila sachapatensis,,Plagiochila,unknown,,,,none,
Plagiochila salacensis,,Plagiochila,unknown,,,,none,
Plagiochila sancta,,Plagiochila,unknown,,,,none,
Plagiochila sandei,,Plagiochila,unknown,,,,none,
Plagiochila sarmentosa,,Plagiochila,unknown,,,,none,
Plagiochila satoi,,Plagiochila,unknown,,,,none,
Plagiochila sawadae,,Plagiochila,unknown,,,,none,
Plagiochila schiedeana,,Plagiochila,unknown,,,,none,
Plagiochila schiffneri,,Plagiochila,unknown,,,,none,
Plagiochila schinzei,,Plagiochila,unknown,,,,none,
Plagiochila schlimiana,,Plagiochila,unknown,,,,none,
Plagiochila schmidtii,,Plagiochila,unknown,,,,none,
Plagiochila schofieldiana,,Plagiochila,unknown,,,,none,
Plagiochila schubertiana,,Plagiochila,unknown,,,,none,
Plagiochila schusteri,,Plagiochila,unknown,,,,none,
Plagiochila sciophila,,Plagiochila,unknown,,,,none,
Plagiochila scotica,,Plagiochila,unknown,,,,none,
Plagiochila secretifolia,,Plagiochila,unknown,,,,none,
Plagiochila semiamplexicaulis,,Plagiochila,unknown,,,,none,
Plagiochila semidecurrens,,Plagiochila,unknown,,,,none,
Plagiochila semidentata,,Plagiochila,unknown,,,,none,
Plagiochila serrata,,Plagiochila,unknown,,,,none,
Plagiochila serrialata,,Plagiochila,unknown,,,,none,
Plagiochila shangaica,,Plagiochila,unknown,,,,none,
Plagiochila sharpii,,Plagiochila,unknown,,,,none,
Plagiochila shimizuana,,Plagiochila,unknown,,,,none,
Plagiochila sikutzuisana,,Plagiochila,unknown,,,,none,
Plagiochila similis,,Plagiochila,unknown,,,,none,
Plagiochila simplex,,Plagiochila,unknown,,,,none,
Plagiochila singularis,,Plagiochila,unknown,,,,none,
Plagiochila sinuata,,Plagiochila,unknown,,,,none,
Plagiochila slateri,,Plagiochila,unknown,,,,none,
Plagiochila smallii,,Plagiochila,unknown,,,,none,
Plagiochila socia,,Plagiochila,unknown,,,,none,
Plagiochila solmsii,,Plagiochila,unknown,,,,none,
Plagiochila solox,,Plagiochila,unknown,,,,none,
Plagiochila spathulifolia,,Plagiochila,unknown,,,,none,
Plagiochila spectabilis,,Plagiochila,unknown,,,,none,
Plagiochila spinulosa,,Plagiochila,unknown,,,,none,
Plagiochila sprucei,,Plagiochila,unknown,,,,none,
Plagiochila squamulosa,,Plagiochila,unknown,,,,none,
Plagiochila squarrosa,,Plagiochila,unknown,,,,none,
Plagiochila staudtiana,,Plagiochila,unknown,,,,none,
Plagiochila stephanii,,Plagiochila,unknown,,,,none,
Plagiochila stephensoniana,,Plagiochila,unknown,,,,none,
Plagiochila stevensiana,,Plagiochila,unknown,,,,none,
Plagiochila steyermarkii,,Plagiochila,unknown,,,,none,
Plagiochila sticticola,,Plagiochila,unknown,,,,none,
Plagiochila stipata,,Plagiochila,unknown,,,,none,
Plagiochila stolonifera,,Plagiochila,unknown,,,,none,
Plagiochila straminea,,Plagiochila,unknown,,,,none,
Plagiochila streimannii,,Plagiochila,unknown,,,,none,
Plagiochila stricta,,Plagiochila,unknown,,,,none,
Plagiochila strictifolia,,Plagiochila,unknown,,,,none,
Plagiochila striolata,,Plagiochila,unknown,,,,none,
Plagiochila strombifolia,,Plagiochila,unknown,,,,none,
Plagiochila subalpina,,Plagiochila,unknown,,,,none,
Plagiochila subatra,,Plagiochila,unknown,,,,none,
Plagiochila subbidentata,,Plagiochila,unknown,,,,none,
Plagiochila subcontigua,,Plagiochila,unknown,,,,none,
Plagiochila subcontracta,,Plagiochila,unknown,,,,none,
Plagiochila subconvoluta,,Plagiochila,unknown,,,,none,
Plagiochila subdenudata,,Plagiochila,unknown,,,,none,
Plagiochila subflabellata,,Plagiochila,unknown,,,,none,
Plagiochila subhyalina,,Plagiochila,unknown,,,,none,
Plagiochila subjavanica,,Plagiochila,unknown,,,,none,
Plagiochila sublinearis,,Plagiochila,unknown,,,,none,
Plagiochila sublyallii,,Plagiochila,unknown,,,,none,
Plagiochila subpectinata,,Plagiochila,unknown,,,,none,
Plagiochila subplana,,Plagiochila,unknown,,,,none,
Plagiochila subrotundifolia,,Plagiochila,unknown,,,,none,
Plagiochila subsymmetrica,,Plagiochila,unknown,,,,none,
Plagiochila subtrinitensis,,Plagiochila,unknown,,,,none,
Plagiochila subtropica,,Plagiochila,unknown,,,,none,
Plagiochila subundulata,,Plagiochila,unknown,,,,none,
Plagiochila subviminea,,Plagiochila,unknown,,,,none,
Plagiochila sullivantii,,Plagiochila,unknown,,,,none,
Plagiochila sumatrana,,Plagiochila,unknown,,,,none,
Plagiochila superba,,Plagiochila,unknown,,,,none,
Plagiochila supina,,Plagiochila,unknown,,,,none,
Plagiochila sydneyensis,,Plagiochila,unknown,,,,none,
Plagiochila sylvicultrix,,Plagiochila,unknown,,,,none,
Plagiochila symmetrica,,Plagiochila,unknown,,,,none,
Plagiochila tabinensis,,Plagiochila,unknown,,,,none,
Plagiochila tamariscina,,Plagiochila,unknown,,,,none,
Plagiochila tambillensis,,Plagiochila,unknown,,,,none,
Plagiochila tamiensis,,Plagiochila,unknown,,,,none,
Plagiochila tarapotensis,,Plagiochila,unknown,,,,none,
Plagiochila tecta,,Plagiochila,unknown,,,,none,
Plagiochila telekiana,,Plagiochila,unknown,,,,none,
Plagiochila telekii,,Plagiochila,unknown,,,,none,
Plagiochila tenera,,Plagiochila,unknown,,,,none,
Plagiochila tenuis,,Plagiochila,unknown,,,,none,
Plagiochila tenuitexta,,Plagiochila,unknown,,,,none,
Plagiochila terebrans,,Plagiochila,unknown,,,,none,
Plagiochila teysmannii,,Plagiochila,unknown,,,,none,
Plagiochila thomeensis,,Plagiochila,unknown,,,,none,
Plagiochila thrausta,,Plagiochila,unknown,,,,none,
Plagiochila thysanotis,,Plagiochila,unknown,,,,none,
Plagiochila tocorani,,Plagiochila,unknown,,,,none,
Plagiochila togashii,,Plagiochila,unknown,,,,none,
Plagiochila tonduzana,,Plagiochila,unknown,,,,none,
Plagiochila tongtschuana,,Plagiochila,unknown,,,,none,
Plagiochila tortuosa,,Plagiochila,unknown,,,,none,
Plagiochila tovarina,,Plagiochila,unknown,,,,none,
Plagiochila trabeculata,,Plagiochila,unknown,,,,none,
Plagiochila trabutii,,Plagiochila,unknown,,,,none,
Plagiochila trapezoidea,,Plagiochila,unknown,,,,none,
Plagiochila trianae,,Plagiochila,unknown,,,,none,
Plagiochila tricarinata,,Plagiochila,unknown,,,,none,
Plagiochila trichostoma,,Plagiochila,unknown,,,,none,
Plagiochila tridenticulata,,Plagiochila,unknown,,,,none,
Plagiochila trifida,,Plagiochila,unknown,,,,none,
Plagiochila trigona,,Plagiochila,unknown,,,,none,
Plagiochila trilobata,,Plagiochila,unknown,,,,none,
Plagiochila tristis,,Plagiochila,unknown,,,,none,
Plagiochila tronadoris,,Plagiochila,unknown,,,,none,
Plagiochila truncata,,Plagiochila,unknown,,,,none,
Plagiochila truncatella,,Plagiochila,unknown,,,,none,
Plagiochila truncatula,,Plagiochila,unknown,,,,none,
Plagiochila tuerckheimii,,Plagiochila,unknown,,,,none,
Plagiochila tunarum,,Plagiochila,unknown,,,,none,
Plagiochila turgida,,Plagiochila,unknown,,,,none,
Plagiochila ulata,,Plagiochila,unknown,,,,none,
Plagiochila uncialis,,Plagiochila,unknown,,,,none,
Plagiochila undata,,Plagiochila,unknown,,,,none,
Plagiochila unduavensis,,Plagiochila,unknown,,,,none,
Plagiochila ungarangana,,Plagiochila,unknown,,,,none,
Plagiochila usambarana,,Plagiochila,unknown,,,,none,
Plagiochila validissima,,Plagiochila,unknown,,,,none,
Plagiochila variadentata,,Plagiochila,unknown,,,,none,
Plagiochila variedentata,,Plagiochila,unknown,,,,none,
Plagiochila vastifolia,,Plagiochila,unknown,,,,none,
Plagiochila velata,,Plagiochila,unknown,,,,none,
Plagiochila venezuelana,,Plagiochila,unknown,,,,none,
Plagiochila ventricosotrigona,,Plagiochila,unknown,,,,none,
Plagiochila venustula,,Plagiochila,unknown,,,,none,
Plagiochila verrucosa,,Plagiochila,unknown,,,,none,
Plagiochila vexans,,Plagiochila,unknown,,,,none,
Plagiochila vietnamica,,Plagiochila,unknown,,,,none,
Plagiochila villosa,,Plagiochila,unknown,,,,none,
Plagiochila viminea,,Plagiochila,unknown,,,,none,
Plagiochila vincentina,,Plagiochila,unknown,,,,none,
Plagiochila virginica,,Plagiochila,unknown,,,,none,
Plagiochila viridis,,Plagiochila,unknown,,,,none,
Plagiochila viridissima,,Plagiochila,unknown,,,,none,
Plagiochila vitiensis,,Plagiochila,unknown,,,,none,
Plagiochila vittiana,,Plagiochila,unknown,,,,none,
Plagiochila vulcanica,,Plagiochila,unknown,,,,none,
Plagiochila wallichiana,,Plagiochila,unknown,,,,none,
Plagiochila wattsiana,,Plagiochila,unknown,,,,none,
Plagiochila wattsii,,Plagiochila,unknown,,,,none,
Plagiochila weymouthiana,,Plagiochila,unknown,,,,none,
Plagiochila wilhelmina,,Plagiochila,unknown,,,,none,
Plagiochila wilmsiana,,Plagiochila,unknown,,,,none,
Plagiochila wilsoniana,,Plagiochila,unknown,,,,none,
Plagiochila winteri,,Plagiochila,unknown,,,,none,
Plagiochila wolfii,,Plagiochila,unknown,,,,none,
Plagiochila wrightii,,Plagiochila,unknown,,,,none,
Plagiochila xalapensis,,Plagiochila,unknown,,,,none,
Plagiochila yokogurensis,,Plagiochila,unknown,,,,none,
Plagiochila yokohamensis,,Plagiochila,unknown,,,,none,
Plagiochila yoshinagana,,Plagiochila,unknown,,,,none,
Plagiochila yunnanensis,,Plagiochila,unknown,,,,none,
Plagiochila zacuapana,,Plagiochila,unknown,,,,none,
Plagiochila zonata,,Plagiochila,unknown,,,,none,
Plagiochilidium bidentulum,,Plagiochilidium,unknown,,,,none,
Plagiochilion braunianum,,Plagiochilion,unknown,,,,none,
Plagiochilion combinatum,,Plagiochilion,unknown,,,,none,
Plagiochilion conjugatum,,Plagiochilion,unknown,,,,none,
Plagiochilion giulianettii,,Plagiochilion,unknown,,,,none,
Plagiochilion mayebarae,,Plagiochilion,unknown,,,,none,
Plagiochilion oppositum,,Plagiochilion,unknown,,,,none,
Plagiochilion proliferum,,Plagiochilion,unknown,,,,none,
Plagiocladus diandrus,,Plagiocladus,unknown,,,,none,
Plagiogyria adnata,,Plagiogyria,unknown,,,,none,
Plagiogyria assurgens,,Plagiogyria,unknown,,,,none,
Plagiogyria costaricensis,,Plagiogyria,unknown,,,,none,
Plagiogyria egenolfioides,,Plagiogyria,unknown,,,,none,
Plagiogyria euphlebia,,Plagiogyria,unknown,,,,none,
Plagiogyria falcata,,Plagiogyria,unknown,,,,none,
Plagiogyria fialhoi,,Plagiogyria,unknown,,,,none,
Plagiogyria glauca,,Plagiogyria,unknown,,,,none,
Plagiogyria japonica,,Plagiogyria,unknown,,,,none,
Plagiogyria matsumureana,,Plagiogyria,unknown,,,,none,
Plagiogyria maxonii,,Plagiogyria,unknown,,,,none,
Plagiogyria neointermedia,,Plagiogyria,unknown,,,,none,
Plagiogyria papuana,,Plagiogyria,unknown,,,,none,
Plagiogyria pectinata,,Plagiogyria,herb,,,,none,
Plagiogyria pycnophylla,,Plagiogyria,herb,,,,none,
Plagiogyria semicordata,,Plagiogyria,herb,,,,none,
