scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Opuntia,Opuntia excelsa,whole plant growth form,tree,,,19.5,-105.05,,,,James S. MIller,,Cactaceae Opuntia excelsa,Cactaceae Cactaceae Opuntia excelsa,Cactaceae,Opuntia excelsa,Sánchez-Mej.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,excelsa,Opuntia excelsa,Opuntia excelsa,Sánchez-Mej.,Opuntia excelsa Sánchez-Mej.,Opuntia excelsa Cactaceae,public,1831028
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831308
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831309
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831310
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831311
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831312
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831313
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831314
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831316
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831317
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831318
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831319
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831320
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1831321
Cactaceae,Acanthocereus,Acanthocereus tetragonus,whole plant growth form,liana,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Acanthocereus pentagonus,Cactaceae Cactaceae Acanthocereus pentagonus,Cactaceae,Acanthocereus pentagonus,(L.) Britton & Rose,flowering plants,,Synonym,Accepted,Cactaceae,Acanthocereus,tetragonus,Acanthocereus tetragonus,Acanthocereus tetragonus,(L.) Hummelinck,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus Cactaceae,public,1834929
Cactaceae,Acanthocereus,Acanthocereus tetragonus,whole plant growth form,liana,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Acanthocereus pentagonus,Cactaceae Cactaceae Acanthocereus pentagonus,Cactaceae,Acanthocereus pentagonus,(L.) Britton & Rose,flowering plants,,Synonym,Accepted,Cactaceae,Acanthocereus,tetragonus,Acanthocereus tetragonus,Acanthocereus tetragonus,(L.) Hummelinck,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus Cactaceae,public,1834930
Cactaceae,Acanthocereus,Acanthocereus tetragonus,whole plant growth form,liana,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Acanthocereus pentagonus,Cactaceae Cactaceae Acanthocereus pentagonus,Cactaceae,Acanthocereus pentagonus,(L.) Britton & Rose,flowering plants,,Synonym,Accepted,Cactaceae,Acanthocereus,tetragonus,Acanthocereus tetragonus,Acanthocereus tetragonus,(L.) Hummelinck,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus Cactaceae,public,1834931
Cactaceae,Cereus,Cereus jamacaru,whole plant growth form,tree,,,8.56667,-67.5833,,,,James S. MIller,,Cactaceae Cereus jamacam,Cactaceae Cactaceae Cereus jamacam,Cactaceae,Cereus jamacaru,DC.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,jamacaru,Cereus jamacaru,Cereus jamacaru,DC.,Cereus jamacaru DC.,Cereus jamacaru Cactaceae,public,1836559
Cactaceae,Selenicereus,Selenicereus monacanthus,whole plant growth form,hemiepiphyte,,,10.38,-73.094,,,,James S. MIller,,Cactaceae Hylocereus venezuelensis,Cactaceae Cactaceae Hylocereus venezuelensis,Cactaceae,Hylocereus venezuelensis,Britton & Rose,flowering plants,,Synonym,Accepted,Cactaceae,Selenicereus,monacanthus,Selenicereus monacanthus,Selenicereus monacanthus,(hort. ex Lem.) D.R. Hunt,Selenicereus monacanthus (hort. ex Lem.) D.R. Hunt,Selenicereus monacanthus Cactaceae,public,1836740
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842013
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842014
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842015
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842016
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842017
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842018
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842019
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842020
Cactaceae,Opuntia,Opuntia brasiliensis,whole plant growth form,tree,,,-14.5667,-68.4667,,,,James S. MIller,,Cactaceae Opuntia brasiliensis,Cactaceae Cactaceae Opuntia brasiliensis,Cactaceae,Opuntia brasiliensis,(Willd.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,Opuntia brasiliensis,(Willd.) Haw.,Opuntia brasiliensis (Willd.) Haw.,Opuntia brasiliensis Cactaceae,public,1842021
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1842096
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1842097
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1842098
Cactaceae,Pachycereus,Pachycereus pecten-aboriginum,whole plant growth form,tree,,,19.5,-105.05,,,,James S. MIller,,Cactaceae Pachycereus pecten-aboriginum,Cactaceae Cactaceae Pachycereus pecten-aboriginum,Cactaceae,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Pachycereus,pecten-aboriginum,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum (Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum Cactaceae,public,1843816
Cactaceae,Pachycereus,Pachycereus pecten-aboriginum,whole plant growth form,tree,,,19.5,-105.05,,,,James S. MIller,,Cactaceae Pachycereus pecten-aboriginum,Cactaceae Cactaceae Pachycereus pecten-aboriginum,Cactaceae,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Pachycereus,pecten-aboriginum,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum (Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum Cactaceae,public,1843817
Cactaceae,Pachycereus,Pachycereus pecten-aboriginum,whole plant growth form,tree,,,19.5,-105.05,,,,James S. MIller,,Cactaceae Pachycereus pecten-aboriginum,Cactaceae Cactaceae Pachycereus pecten-aboriginum,Cactaceae,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Pachycereus,pecten-aboriginum,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum (Engelm. ex S. Watson) Britton & Rose,Pachycereus pecten-aboriginum Cactaceae,public,1843818
Cactaceae,Cereus,Cereus repandus,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Cereus repandus,Cactaceae Cactaceae Cereus repandus,Cactaceae,Cereus repandus,(L.) Mill.,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,repandus,Cereus repandus,Cereus repandus,(L.) Mill.,Cereus repandus (L.) Mill.,Cereus repandus Cactaceae,public,1844284
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845918
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845919
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845920
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845921
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845922
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845923
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1845924
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1846065
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1846066
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1849498
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1849499
Cactaceae,,,whole plant growth form,tree,,,4.91667,-74.8333,,,,James S. MIller,,Cactaceae M1,Cactaceae Cactaceae M1,Cactaceae,Cactaceae,Juss.,flowering plants,,Accepted,Accepted,Cactaceae,,,Cactaceae,Cactaceae,Juss.,Cactaceae Juss.,Cactaceae M1,public,1849500
Cactaceae,Pereskia,Pereskia sacharosa,whole plant growth form,liana,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Pereskia sacharosa,Cactaceae Cactaceae Pereskia sacharosa,Cactaceae,Pereskia sacharosa,Griseb.,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,sacharosa,Pereskia sacharosa,Pereskia sacharosa,Griseb.,Pereskia sacharosa Griseb.,Pereskia sacharosa Cactaceae,public,1855057
Cactaceae,Pereskia,Pereskia sacharosa,whole plant growth form,liana,,,-19.7,-62.1,,,,James S. MIller,,Cactaceae Pereskia sacharosa,Cactaceae Cactaceae Pereskia sacharosa,Cactaceae,Pereskia sacharosa,Griseb.,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,sacharosa,Pereskia sacharosa,Pereskia sacharosa,Griseb.,Pereskia sacharosa Griseb.,Pereskia sacharosa Cactaceae,public,1855058
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1855074
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1855075
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1855076
Cactaceae,Stetsonia,Stetsonia coryne,whole plant growth form,tree,,,-18.7656,-62.2331,,,,James S. MIller,,Cactaceae Stetsonia coryne,Cactaceae Cactaceae Stetsonia coryne,Cactaceae,Stetsonia coryne,(Salm-Dyck) Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Stetsonia,coryne,Stetsonia coryne,Stetsonia coryne,(Salm-Dyck) Britton & Rose,Stetsonia coryne (Salm-Dyck) Britton & Rose,Stetsonia coryne Cactaceae,public,1855077
Cactaceae,Cereus,Cereus uruguayanus,whole plant growth form,tree,,,-34.087,-53.75,,,,Mauricio Bonifacino,,Cactaceae Cereus uruguayanus,Cactaceae Cactaceae Cereus uruguayanus,Cactaceae,Cereus uruguayanus,F. Ritter ex R. Kiesling,flowering plants,,Accepted,Accepted,Cactaceae,Cereus,uruguayanus,Cereus uruguayanus,Cereus uruguayanus,F. Ritter ex R. Kiesling,Cereus uruguayanus F. Ritter ex R. Kiesling,Cereus uruguayanus Cactaceae,public,1863350
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1864205
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1864206
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1864207
Cactaceae,Pereskia,Pereskia guamacho,whole plant growth form,tree,,,10.8,-75.25,,,,James S. MIller,,Cactaceae Pereskia guamacho,Cactaceae Cactaceae Pereskia guamacho,Cactaceae,Pereskia guamacho,F.A.C. Weber,flowering plants,,Accepted,Accepted,Cactaceae,Pereskia,guamacho,Pereskia guamacho,Pereskia guamacho,F.A.C. Weber,Pereskia guamacho F.A.C. Weber,Pereskia guamacho Cactaceae,public,1864208
